trip_id,date_departure,date_arrival,status,client_id,client_name,client_region,route_id,origin_city,destination_city,route_type,cargo_type,trip_distance_km,route_distance_km,route_has_port,truck_id,truck_brand,truck_model,truck_capacity_tons,truck_year,driver_id,driver_name,driver_commission_rate,cargo_tons_actual,load_factor_pct,delay_hours,revenue_uah,estimated_fuel_liters,fuel_cost_uah,batches_used,gross_profit_uah,gross_margin_pct
TRP-02326,2023-07-23,2023-07-23,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,22.44,89.8,0.1,2322.0912,19.0,957.6,FB-008,1364.4912,58.8
TRP-02327,2023-07-23,2023-07-23,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,22.1,88.4,1.8,4876.144,40.93,2062.87,FB-008,2813.2740000000003,57.7
TRP-02328,2023-07-23,2023-07-25,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,20.8,83.2,1.6,27241.344,223.63,11270.95,FB-008,15970.394,58.6
TRP-02329,2023-07-24,2023-07-25,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,21.95,95.4,0.3,22274.86,169.28,8531.71,FB-008,13743.150000000001,61.7
TRP-02330,2023-07-24,2023-07-25,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-01,Олександр Ковальчук,0.12,23.69,98.7,1.0,15749.8227,98.99,4989.1,FB-008,10760.7227,68.3
TRP-02331,2023-07-24,2023-07-25,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,20.49,85.4,1.2,14617.566,91.21,4596.98,FB-008,10020.586000000001,68.6
TRP-02332,2023-07-24,2023-07-24,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,25.86,105.6,1.7,8207.1882,46.11,2323.94,FB-008,5883.2482,71.7
TRP-02333,2023-07-24,2023-07-24,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,25.42,108.2,0.8,9598.592,49.68,2503.87,FB-008,7094.722000000001,73.9
TRP-02334,2023-07-24,2023-07-25,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.72,96.7,0.8,15104.9376,112.4,5664.96,FB-008,9439.977599999998,62.5
TRP-02335,2023-07-24,2023-07-25,delayed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,20.19,84.1,14.6,20488.812,162.26,8177.9,FB-008,12310.912000000002,60.1
TRP-02336,2023-07-24,2023-07-25,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,wheat,267.0,267,0,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,23.6,94.4,1.3,15689.988,98.52,4965.41,FB-008,10724.578,68.4
TRP-02337,2023-07-24,2023-07-25,completed,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,23.27,93.1,1.0,9112.9974,78.2,3941.28,FB-008,5171.7173999999995,56.8
TRP-02338,2023-07-24,2023-07-24,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,18.44,73.8,0.4,4233.824,49.25,2482.2,FB-008,1751.6239999999998,41.4
TRP-02339,2023-07-24,2023-07-25,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,21.76,87.0,0.8,15523.584,108.18,5452.27,FB-008,10071.314,64.9
TRP-02340,2023-07-25,2023-07-26,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,20.24,94.1,0.3,20539.552,145.13,7314.55,FB-008,13225.002,64.4
TRP-02341,2023-07-25,2023-07-25,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,25.25,117.4,0.7,2612.87,15.99,805.9,FB-008,1806.9699999999998,69.2
TRP-02342,2023-07-25,2023-07-27,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,wheat,612.0,612,1,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,18.06,84.0,1.7,23652.8208,188.18,9484.27,FB-008,14168.5508,59.9
TRP-02343,2023-07-25,2023-07-25,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,20.95,85.5,0.8,7085.9185,56.56,2850.62,FB-008,4235.2985,59.8
TRP-02344,2023-07-25,2023-07-27,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.82,97.1,0.5,26674.7544,257.64,12985.06,FB-008,13689.694400000002,51.3
TRP-02345,2023-07-25,2023-07-27,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,wheat,612.0,612,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.11,94.1,0.3,25844.8212,195.18,9837.07,FB-008,16007.751199999999,61.9
TRP-02346,2023-07-25,2023-07-27,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,wheat,612.0,612,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,22.1,88.4,0.7,25833.132,201.7,10165.68,FB-008,15667.452000000001,60.6
TRP-02347,2023-07-25,2023-07-26,completed,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,16.94,70.6,1.1,7830.3456,72.43,3650.47,FB-008,4179.875599999999,53.4
TRP-02348,2023-07-25,2023-07-27,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,23.41,93.7,0.5,27364.4172,211.23,10645.99,FB-008,16718.4272,61.1
TRP-02349,2023-07-26,2023-07-26,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,26.42,107.8,1.1,5829.3088,42.52,2143.01,FB-008,3686.2987999999996,63.2
TRP-02350,2023-07-26,2023-07-27,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,21.7,88.6,1.5,15480.78,69.06,3480.62,FB-008,12000.16,77.5
TRP-02351,2023-07-26,2023-07-27,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,sunflower,267.0,267,0,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,23.18,94.6,0.5,15410.7594,74.95,3777.48,FB-008,11633.279400000001,75.5
TRP-02352,2023-07-26,2023-07-26,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,22.09,88.4,0.2,7010.7033,51.43,2592.07,FB-008,4418.6332999999995,63.0
TRP-02353,2023-07-27,2023-07-27,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,16.77,72.9,0.9,4132.128,40.17,2024.57,FB-008,2107.558,51.0
TRP-02354,2023-07-27,2023-07-27,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,17.61,81.9,1.2,4339.104,34.44,1735.78,FB-008,2603.3240000000005,60.0
TRP-02355,2023-07-27,2023-07-27,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,20.61,85.9,1.7,4732.056,41.53,2093.11,FB-008,2638.9459999999995,55.8
TRP-02356,2023-07-27,2023-07-27,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,19.74,80.6,1.5,6676.6602,56.56,2850.62,FB-008,3826.0402000000004,57.3
TRP-02357,2023-07-27,2023-07-27,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-05,Scania,R450,24.5,2018,DRV-12,Роман Мороз,0.13,24.63,100.5,1.7,7816.8231,56.56,2850.62,FB-008,4966.2031,63.5
TRP-02358,2023-07-27,2023-07-29,delayed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,wheat,612.0,612,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,23.69,96.7,16.1,27691.7148,232.32,11708.93,FB-008,15982.784800000001,57.7
TRP-02359,2023-07-27,2023-07-27,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,19.39,79.1,0.0,6558.2797,56.56,2850.62,FB-008,3707.6597,56.5
TRP-02360,2023-07-27,2023-07-28,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,wheat,472.0,472,1,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,21.82,89.0,1.2,22142.936,179.18,9030.67,FB-008,13112.266000000001,59.2
TRP-02361,2023-07-27,2023-07-27,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-11,Тарас Гончар,0.13,25.54,108.7,1.2,8105.6298,47.52,2395.01,FB-008,5710.6197999999995,70.5
TRP-02362,2023-07-27,2023-07-28,completed,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.39,95.3,1.3,8768.3718,68.25,3439.8,FB-008,5328.571800000001,60.8
TRP-02363,2023-07-27,2023-07-29,delayed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,wheat,472.0,472,1,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,22.74,96.8,26.1,22539.888,150.53,7586.71,FB-008,14953.178,66.3
TRP-02364,2023-07-27,2023-07-28,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,21.83,92.9,1.1,15573.522,78.45,3953.88,FB-008,11619.642,74.6
TRP-02365,2023-07-27,2023-07-29,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,23.17,92.7,1.3,27083.8764,225.81,11380.82,FB-008,15703.056400000001,58.0
TRP-02366,2023-07-27,2023-07-28,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,25.02,100.1,1.3,24799.824,140.75,7093.8,FB-008,17706.024,71.4
TRP-02367,2023-07-27,2023-07-29,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,22.46,89.8,0.4,26253.9432,201.7,10165.68,FB-008,16088.263200000001,61.3
TRP-02368,2023-07-27,2023-07-28,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,21.97,91.5,1.5,15673.398,83.26,4196.3,FB-008,11477.097999999998,73.2
TRP-02369,2023-07-27,2023-07-29,delayed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,corn,612.0,612,1,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,22.97,91.9,22.8,26850.0924,211.23,10645.99,FB-008,16204.102400000002,60.4
TRP-02370,2023-07-28,2023-07-28,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,23.01,100.0,1.0,8688.576,42.32,2132.93,FB-008,6555.645999999999,75.5
TRP-02371,2023-07-28,2023-07-29,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,corn,267.0,267,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,22.89,95.4,1.4,15217.9587,98.99,4989.1,FB-008,10228.858699999999,67.2
TRP-02372,2023-07-28,2023-07-29,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,22.13,92.2,1.2,21935.256,175.0,8820.0,FB-008,13115.256000000001,59.8
TRP-02373,2023-07-28,2023-07-28,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,23.59,96.3,1.4,2441.0932,19.74,994.9,FB-008,1446.1931999999997,59.2
TRP-02374,2023-07-28,2023-07-28,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-06,MAN,TGX 18.440,23.5,2019,DRV-06,Микола Ткаченко,0.12,24.91,106.0,1.6,5496.1424,35.72,1800.29,FB-008,3695.8523999999998,67.2
TRP-02375,2023-07-28,2023-07-28,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,20.51,85.4,0.8,4709.096,38.5,1940.4,FB-008,2768.6959999999995,58.8
TRP-02376,2023-07-28,2023-07-29,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,wheat,472.0,472,1,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,22.31,93.0,1.5,22113.672,113.32,5711.33,FB-008,16402.341999999997,74.2
TRP-02377,2023-07-28,2023-07-29,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,23.16,92.6,0.2,15268.9248,84.91,4279.46,FB-008,10989.464800000002,72.0
TRP-02378,2023-07-28,2023-07-28,completed,CLT-05,ТОВ Соєвий Дім,Черкаська,RTE-05,Черкаси,Кременчук,local,soy,118.0,118,0,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,26.66,106.6,0.0,10066.816,40.73,2052.79,FB-008,8014.026000000001,79.6
TRP-02379,2023-07-28,2023-07-28,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,26.05,104.2,0.6,2695.654,17.95,904.68,FB-008,1790.9740000000002,66.4
TRP-02380,2023-07-29,2023-07-30,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,16.82,76.4,0.8,12785.5548,75.03,3781.51,FB-008,9004.0448,70.4
TRP-02381,2023-07-29,2023-07-30,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,21.23,92.3,1.3,15145.482,88.23,4446.79,FB-008,10698.692,70.6
TRP-02382,2023-07-29,2023-07-30,completed,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,19.16,83.3,0.6,7995.468,76.75,3868.2,FB-008,4127.268,51.6
TRP-02383,2023-07-29,2023-07-29,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,26.28,109.5,0.7,2719.4544,19.28,971.71,FB-008,1747.7444,64.3
TRP-02384,2023-07-29,2023-07-31,delayed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,wheat,612.0,612,1,TRK-04,Volvo,FH 460,24.0,2018,DRV-04,Андрій Савченко,0.13,19.02,79.2,27.0,24910.1136,160.49,8088.7,FB-008,16821.4136,67.5
TRP-02385,2023-07-29,2023-07-30,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,21.76,87.0,0.3,15523.584,73.36,3697.34,FB-008,11826.244,76.2
TRP-02386,2023-07-29,2023-07-29,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,19.08,76.3,1.2,4380.768,36.91,1860.26,FB-008,2520.508,57.5
TRP-02387,2023-07-29,2023-07-29,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-12,Роман Мороз,0.13,27.08,108.3,1.6,2802.2384,17.14,863.86,FB-008,1938.3784,69.2
TRP-02388,2023-07-30,2023-07-31,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,wheat,472.0,472,1,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,22.15,96.3,0.7,21955.08,171.77,8657.21,FB-008,13297.870000000003,60.6
TRP-02389,2023-07-30,2023-07-30,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-02,DAF,XF 106,23.0,2016,DRV-02,Віталій Бондаренко,0.12,26.81,116.5,0.8,5915.3584,40.76,2054.3,FB-008,3861.0584,65.3
TRP-02390,2023-07-30,2023-07-31,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,sunflower,472.0,472,1,TRK-03,DAF,CF 85,21.5,2017,DRV-03,Сергій Мельник,0.12,17.53,81.6,0.3,19940.7256,123.4,6219.36,FB-008,13721.365600000001,68.8
TRP-02391,2023-07-30,2023-07-31,completed,CLT-02,ПП ДніпроЗерно,Дніпропетровська,RTE-02,Дніпро,Одеса,highway,corn,472.0,472,1,TRK-05,Scania,R450,24.5,2018,DRV-01,Олександр Ковальчук,0.12,21.59,88.1,0.2,21909.532,149.16,7517.66,FB-008,14391.872,65.7
TRP-02392,2023-07-30,2023-07-30,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-05,Scania,R450,24.5,2018,DRV-05,Ігор Шевченко,0.13,17.25,70.4,0.9,6091.4925,47.09,2373.34,FB-008,3718.1525,61.0
TRP-02393,2023-07-30,2023-08-01,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,wheat,612.0,612,1,TRK-07,Mercedes,Actros 1845,24.0,2019,DRV-07,Петро Романюк,0.13,22.47,93.6,0.8,26265.6324,210.39,10603.66,FB-008,15661.972399999999,59.6
TRP-02394,2023-07-30,2023-07-31,delayed,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,22.09,88.4,21.4,8650.8858,70.53,3554.71,FB-008,5096.1758,58.9
TRP-02395,2023-07-30,2023-07-30,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,25.61,102.4,0.7,2650.1228,17.14,863.86,FB-008,1786.2628,67.4
TRP-02396,2023-07-30,2023-07-31,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,22.14,92.2,0.3,14596.4592,59.06,2976.62,FB-008,11619.839199999999,79.6
TRP-02397,2023-07-30,2023-08-01,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,22.86,95.3,0.5,26721.5112,146.93,7405.27,FB-008,19316.2412,72.3
TRP-02398,2023-07-30,2023-07-31,completed,CLT-06,АгроЛогістика Центр,Вінницька,RTE-06,Вінниця,Київ,highway,soy,267.0,267,0,TRK-11,MAN,TGX 18.480,24.5,2021,DRV-11,Тарас Гончар,0.13,24.14,98.5,0.7,16048.9962,74.95,3777.48,FB-008,12271.5162,76.5
TRP-02399,2023-07-30,2023-07-31,completed,CLT-11,ТОВ Нива Експорт,Одеська,RTE-10,Подільськ,Чорноморськ,highway,wheat,214.0,214,1,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,24.92,99.7,1.4,9759.1704,73.86,3722.54,FB-008,6036.630400000001,61.9
TRP-02400,2023-07-31,2023-08-01,completed,CLT-01,ТОВ Соняшник-Агро,Кіровоградська,RTE-01,Кропивницький,Дніпро,highway,sunflower,246.0,246,0,TRK-01,DAF,XF 105,22.0,2015,DRV-01,Олександр Ковальчук,0.12,20.14,91.5,0.3,14367.876,75.03,3781.51,FB-008,10586.366,73.7
TRP-02401,2023-07-31,2023-07-31,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-04,Volvo,FH 460,24.0,2018,DRV-12,Роман Мороз,0.13,19.8,82.5,1.5,2162.16,13.64,687.46,FB-008,1474.6999999999998,68.2
TRP-02402,2023-07-31,2023-07-31,completed,CLT-08,ТОВ Пшеничний Шлях,Чернігівська,RTE-08,Чернігів,Київ,local,wheat,149.0,149,0,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,25.3,101.2,0.5,8029.461,44.43,2239.27,FB-008,5790.191000000001,72.1
TRP-02403,2023-07-31,2023-07-31,completed,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-08,DAF,XF 480,25.0,2020,DRV-08,Юрій Дорошенко,0.13,23.46,93.8,1.7,2427.6408,15.51,781.7,FB-008,1645.9408,67.8
TRP-02404,2023-07-31,2023-07-31,cancelled,CLT-07,ФГ Жнива-Поділля,Вінницька,RTE-07,Вінниця,Жмеринка,local,wheat,52.0,52,0,TRK-09,Volvo,FH 500,25.0,2020,DRV-09,Василь Кравець,0.13,20.46,81.8,0.3,,,,,,
TRP-02405,2023-07-31,2023-08-02,completed,CLT-03,ТОВ Полтавські Лани,Полтавська,RTE-03,Полтава,Чорноморськ,highway,sunflower,612.0,612,1,TRK-10,Scania,G450,24.0,2021,DRV-10,Дмитро Лисенко,0.12,21.87,91.1,1.2,28642.7016,146.93,7405.27,FB-008,21237.4316,74.1
TRP-02406,2023-07-31,2023-07-31,completed,CLT-09,ФГ Золоте Колосся,Хмельницька,RTE-09,Хмельницький,Тернопіль,local,wheat,112.0,112,0,TRK-12,Mercedes,Actros 1848,25.0,2021,DRV-12,Роман Мороз,0.13,28.55,114.2,1.2,6299.272,38.66,1948.46,FB-008,4350.812,69.1
